variant,transport,epoch,pass,scope,n_subs,wall_ms,took_ms
B,serial,2,2,N027,1,9.973,6
B,serial,2,2,N028,1,9.882,6
B,serial,2,2,N029,1,9.850,6
B,serial,2,2,N030,1,9.794,6
A,msearch,5,2,BATCH,30,9.157,18
A,serial,4,2,N001,1,4.290,0
A,serial,4,2,N002,1,4.486,1
A,serial,4,2,N003,1,4.452,1
A,serial,4,2,N004,1,4.700,1
A,serial,4,2,N005,1,4.559,1
A,serial,4,2,N006,1,4.672,1
A,serial,4,2,N007,1,4.501,1
A,serial,4,2,N008,1,4.737,1
A,serial,4,2,N009,1,4.575,1
A,serial,4,2,N010,1,4.526,1
A,serial,4,2,N011,1,4.490,1
A,serial,4,2,N012,1,4.478,1
A,serial,4,2,N013,1,5.510,1
A,serial,4,2,N014,1,4.525,1
A,serial,4,2,N015,1,4.521,1
A,serial,4,2,N016,1,4.574,1
A,serial,4,2,N017,1,4.606,1
A,serial,4,2,N018,1,4.579,1
A,serial,4,2,N019,1,4.556,1
A,serial,4,2,N020,1,4.525,1
A,serial,4,2,N021,1,4.590,1
A,serial,4,2,N022,1,4.505,1
A,serial,4,2,N023,1,4.519,1
A,serial,4,2,N024,1,4.453,1
A,serial,4,2,N025,1,4.668,1
A,serial,4,2,N026,1,4.588,1
A,serial,4,2,N027,1,4.505,1
A,serial,4,2,N028,1,4.514,1
A,serial,4,2,N029,1,4.482,1
A,serial,4,2,N030,1,4.539,1
D_td,msearch,2,2,BATCH,30,141.659,1236
C_td,msearch,3,2,BATCH,30,134.732,1051
C_td,msearch,4,2,BATCH,30,153.946,1325
C_td,msearch,1,2,BATCH,30,124.251,1008
C_td,msearch,2,2,BATCH,30,125.421,1037
C_hdr,msearch,3,2,BATCH,30,82.931,626
A,serial,2,2,N001,1,5.494,1
A,serial,2,2,N002,1,4.733,1
A,serial,2,2,N003,1,4.496,1
A,serial,2,2,N004,1,4.469,1
A,serial,2,2,N005,1,4.422,0
A,serial,2,2,N006,1,4.563,1
A,serial,2,2,N007,1,4.461,1
A,serial,2,2,N008,1,4.415,0
A,serial,2,2,N009,1,4.692,1
A,serial,2,2,N010,1,4.359,0
A,serial,2,2,N011,1,4.412,0
A,serial,2,2,N012,1,4.469,0
A,serial,2,2,N013,1,4.414,0
A,serial,2,2,N014,1,4.407,0
A,serial,2,2,N015,1,4.397,0
A,serial,2,2,N016,1,4.344,0
A,serial,2,2,N017,1,4.338,0
A,serial,2,2,N018,1,4.237,0
A,serial,2,2,N019,1,4.161,0
A,serial,2,2,N020,1,4.253,0
A,serial,2,2,N021,1,4.310,0
A,serial,2,2,N022,1,4.317,0
A,serial,2,2,N023,1,4.196,0
A,serial,2,2,N024,1,4.186,0
A,serial,2,2,N025,1,4.241,0
A,serial,2,2,N026,1,4.211,0
A,serial,2,2,N027,1,4.214,0
A,serial,2,2,N028,1,4.250,0
A,serial,2,2,N029,1,4.335,0
A,serial,2,2,N030,1,4.256,0
C_hdr,serial,3,2,N001,1,23.017,19
C_hdr,serial,3,2,N002,1,22.571,18
C_hdr,serial,3,2,N003,1,21.758,17
C_hdr,serial,3,2,N004,1,24.601,20
C_hdr,serial,3,2,N005,1,22.242,18
C_hdr,serial,3,2,N006,1,24.083,20
C_hdr,serial,3,2,N007,1,22.128,18
C_hdr,serial,3,2,N008,1,22.423,18
C_hdr,serial,3,2,N009,1,23.510,19
C_hdr,serial,3,2,N010,1,22.086,18
C_hdr,serial,3,2,N011,1,21.896,17
C_hdr,serial,3,2,N012,1,21.481,17
C_hdr,serial,3,2,N013,1,22.559,18
C_hdr,serial,3,2,N014,1,22.489,18
C_hdr,serial,3,2,N015,1,22.207,18
C_hdr,serial,3,2,N016,1,22.015,18
C_hdr,serial,3,2,N017,1,21.553,17
C_hdr,serial,3,2,N018,1,22.111,18
C_hdr,serial,3,2,N019,1,24.372,18
C_hdr,serial,3,2,N020,1,21.854,17
C_hdr,serial,3,2,N021,1,23.236,19
C_hdr,serial,3,2,N022,1,20.433,16
C_hdr,serial,3,2,N023,1,23.070,19
C_hdr,serial,3,2,N024,1,22.285,18
C_hdr,serial,3,2,N025,1,28.767,24
C_hdr,serial,3,2,N026,1,22.335,18
C_hdr,serial,3,2,N027,1,22.096,18
C_hdr,serial,3,2,N028,1,22.668,18
C_hdr,serial,3,2,N029,1,22.035,18
C_hdr,serial,3,2,N030,1,22.361,18
C_td,serial,2,2,N001,1,36.666,33
C_td,serial,2,2,N002,1,37.041,33
C_td,serial,2,2,N003,1,36.256,32
C_td,serial,2,2,N004,1,35.767,32
C_td,serial,2,2,N005,1,27.069,23
C_td,serial,2,2,N006,1,25.538,22
C_td,serial,2,2,N007,1,35.760,32
C_td,serial,2,2,N008,1,36.002,32
C_td,serial,2,2,N009,1,36.144,32
C_td,serial,2,2,N010,1,39.590,36
C_td,serial,2,2,N011,1,36.345,32
C_td,serial,2,2,N012,1,36.067,32
C_td,serial,2,2,N013,1,36.192,32
C_td,serial,2,2,N014,1,36.002,32
C_td,serial,2,2,N015,1,36.199,32
C_td,serial,2,2,N016,1,36.306,32
C_td,serial,2,2,N017,1,36.319,32
C_td,serial,2,2,N018,1,36.662,33
C_td,serial,2,2,N019,1,36.894,33
C_td,serial,2,2,N020,1,35.930,32
C_td,serial,2,2,N021,1,36.062,32
C_td,serial,2,2,N022,1,35.353,32
C_td,serial,2,2,N023,1,32.740,29
C_td,serial,2,2,N024,1,34.522,30
C_td,serial,2,2,N025,1,36.537,32
C_td,serial,2,2,N026,1,36.966,33
C_td,serial,2,2,N027,1,36.823,33
C_td,serial,2,2,N028,1,37.260,33
C_td,serial,2,2,N029,1,25.740,22
C_td,serial,2,2,N030,1,36.040,32
A,msearch,3,2,BATCH,30,9.054,28
C_hdr,serial,5,2,N001,1,21.226,17
C_hdr,serial,5,2,N002,1,23.876,20
C_hdr,serial,5,2,N003,1,24.272,20
C_hdr,serial,5,2,N004,1,23.754,20
C_hdr,serial,5,2,N005,1,25.269,21
C_hdr,serial,5,2,N006,1,23.759,19
C_hdr,serial,5,2,N007,1,22.195,18
C_hdr,serial,5,2,N008,1,25.157,21
C_hdr,serial,5,2,N009,1,24.860,20
C_hdr,serial,5,2,N010,1,23.814,20
C_hdr,serial,5,2,N011,1,25.036,21
C_hdr,serial,5,2,N012,1,24.309,20
C_hdr,serial,5,2,N013,1,24.467,20
C_hdr,serial,5,2,N014,1,24.354,20
C_hdr,serial,5,2,N015,1,25.409,21
C_hdr,serial,5,2,N016,1,24.081,20
C_hdr,serial,5,2,N017,1,23.999,20
C_hdr,serial,5,2,N018,1,23.904,20
C_hdr,serial,5,2,N019,1,23.795,20
C_hdr,serial,5,2,N020,1,25.506,21
C_hdr,serial,5,2,N021,1,24.203,20
C_hdr,serial,5,2,N022,1,24.836,21
C_hdr,serial,5,2,N023,1,24.403,20
C_hdr,serial,5,2,N024,1,24.212,20
C_hdr,serial,5,2,N025,1,25.136,21
C_hdr,serial,5,2,N026,1,24.374,20
C_hdr,serial,5,2,N027,1,24.475,20
C_hdr,serial,5,2,N028,1,24.817,20
C_hdr,serial,5,2,N029,1,24.444,20
C_hdr,serial,5,2,N030,1,24.919,20
D_hdr,msearch,5,2,BATCH,30,105.107,827
C_td,serial,1,2,N001,1,35.728,31
C_td,serial,1,2,N002,1,35.065,31
C_td,serial,1,2,N003,1,34.616,31
C_td,serial,1,2,N004,1,34.516,31
C_td,serial,1,2,N005,1,35.236,31
C_td,serial,1,2,N006,1,35.059,31
C_td,serial,1,2,N007,1,34.880,31
C_td,serial,1,2,N008,1,34.902,31
C_td,serial,1,2,N009,1,34.612,31
C_td,serial,1,2,N010,1,34.746,31
C_td,serial,1,2,N011,1,34.689,31
C_td,serial,1,2,N012,1,35.865,32
C_td,serial,1,2,N013,1,34.879,31
C_td,serial,1,2,N014,1,34.662,31
C_td,serial,1,2,N015,1,34.505,30
C_td,serial,1,2,N016,1,34.963,31
C_td,serial,1,2,N017,1,34.613,31
C_td,serial,1,2,N018,1,34.474,31
C_td,serial,1,2,N019,1,34.666,31
C_td,serial,1,2,N020,1,34.776,31
C_td,serial,1,2,N021,1,34.433,30
C_td,serial,1,2,N022,1,34.448,30
C_td,serial,1,2,N023,1,34.427,30
C_td,serial,1,2,N024,1,34.601,31
C_td,serial,1,2,N025,1,34.971,31
C_td,serial,1,2,N026,1,35.441,31
C_td,serial,1,2,N027,1,34.514,30
C_td,serial,1,2,N028,1,34.394,30
C_td,serial,1,2,N029,1,43.225,39
C_td,serial,1,2,N030,1,34.539,30
A,msearch,4,2,BATCH,30,9.712,28
D_hdr,serial,3,2,N001,1,26.636,22
D_hdr,serial,3,2,N002,1,26.278,22
D_hdr,serial,3,2,N003,1,26.533,22
D_hdr,serial,3,2,N004,1,28.329,24
D_hdr,serial,3,2,N005,1,26.210,22
D_hdr,serial,3,2,N006,1,28.000,24
D_hdr,serial,3,2,N007,1,26.692,22
D_hdr,serial,3,2,N008,1,26.669,22
D_hdr,serial,3,2,N009,1,27.399,23
D_hdr,serial,3,2,N010,1,25.974,22
D_hdr,serial,3,2,N011,1,26.315,22
D_hdr,serial,3,2,N012,1,26.007,22
D_hdr,serial,3,2,N013,1,29.041,22
D_hdr,serial,3,2,N014,1,25.906,21
D_hdr,serial,3,2,N015,1,25.984,22
D_hdr,serial,3,2,N016,1,25.785,21
D_hdr,serial,3,2,N017,1,25.752,21
D_hdr,serial,3,2,N018,1,26.094,22
D_hdr,serial,3,2,N019,1,25.997,22
D_hdr,serial,3,2,N020,1,25.335,21
D_hdr,serial,3,2,N021,1,25.904,22
D_hdr,serial,3,2,N022,1,25.425,21
D_hdr,serial,3,2,N023,1,25.970,22
D_hdr,serial,3,2,N024,1,25.260,21
D_hdr,serial,3,2,N025,1,25.149,21
D_hdr,serial,3,2,N026,1,25.086,21
D_hdr,serial,3,2,N027,1,26.021,22
D_hdr,serial,3,2,N028,1,26.253,22
D_hdr,serial,3,2,N029,1,29.139,25
D_hdr,serial,3,2,N030,1,25.351,21
D_td,serial,5,2,N001,1,48.017,44
D_td,serial,5,2,N002,1,46.754,43
D_td,serial,5,2,N003,1,46.758,43
D_td,serial,5,2,N004,1,47.168,43
D_td,serial,5,2,N005,1,46.768,43
D_td,serial,5,2,N006,1,47.039,43
D_td,serial,5,2,N007,1,46.625,43
D_td,serial,5,2,N008,1,46.355,42
D_td,serial,5,2,N009,1,47.125,43
D_td,serial,5,2,N010,1,46.369,42
D_td,serial,5,2,N011,1,46.456,42
D_td,serial,5,2,N012,1,47.632,44
D_td,serial,5,2,N013,1,46.427,42
D_td,serial,5,2,N014,1,46.761,43
D_td,serial,5,2,N015,1,47.120,43
D_td,serial,5,2,N016,1,46.444,42
D_td,serial,5,2,N017,1,46.523,42
D_td,serial,5,2,N018,1,46.541,42
D_td,serial,5,2,N019,1,46.420,42
D_td,serial,5,2,N020,1,47.211,43
D_td,serial,5,2,N021,1,46.829,43
D_td,serial,5,2,N022,1,46.930,43
D_td,serial,5,2,N023,1,47.169,43
D_td,serial,5,2,N024,1,46.080,42
D_td,serial,5,2,N025,1,46.978,43
D_td,serial,5,2,N026,1,46.703,43
D_td,serial,5,2,N027,1,46.094,42
D_td,serial,5,2,N028,1,46.734,43
D_td,serial,5,2,N029,1,46.964,43
D_td,serial,5,2,N030,1,46.766,43
D_hdr,serial,2,2,N001,1,27.214,23
D_hdr,serial,2,2,N002,1,26.334,22
D_hdr,serial,2,2,N003,1,26.639,22
D_hdr,serial,2,2,N004,1,26.987,22
D_hdr,serial,2,2,N005,1,27.175,23
D_hdr,serial,2,2,N006,1,26.965,22
D_hdr,serial,2,2,N007,1,36.251,32
D_hdr,serial,2,2,N008,1,22.257,18
D_hdr,serial,2,2,N009,1,25.400,21
D_hdr,serial,2,2,N010,1,25.862,22
D_hdr,serial,2,2,N011,1,26.006,22
D_hdr,serial,2,2,N012,1,20.941,17
D_hdr,serial,2,2,N013,1,21.160,17
D_hdr,serial,2,2,N014,1,25.577,22
D_hdr,serial,2,2,N015,1,25.655,22
D_hdr,serial,2,2,N016,1,21.783,18
D_hdr,serial,2,2,N017,1,25.379,21
D_hdr,serial,2,2,N018,1,24.844,21
D_hdr,serial,2,2,N019,1,25.830,22
D_hdr,serial,2,2,N020,1,25.852,22
D_hdr,serial,2,2,N021,1,25.949,22
D_hdr,serial,2,2,N022,1,26.565,22
D_hdr,serial,2,2,N023,1,26.644,22
D_hdr,serial,2,2,N024,1,26.156,22
D_hdr,serial,2,2,N025,1,27.773,23
D_hdr,serial,2,2,N026,1,25.872,22
D_hdr,serial,2,2,N027,1,26.069,22
D_hdr,serial,2,2,N028,1,26.534,22
D_hdr,serial,2,2,N029,1,26.035,22
D_hdr,serial,2,2,N030,1,26.337,22
B,msearch,1,2,BATCH,30,27.854,190
C_hdr,msearch,4,2,BATCH,30,94.032,733
D_hdr,serial,1,2,N001,1,28.183,23
D_hdr,serial,1,2,N002,1,26.112,22
D_hdr,serial,1,2,N003,1,25.712,21
D_hdr,serial,1,2,N004,1,27.712,21
D_hdr,serial,1,2,N005,1,26.612,22
D_hdr,serial,1,2,N006,1,25.506,21
D_hdr,serial,1,2,N007,1,25.808,21
D_hdr,serial,1,2,N008,1,25.527,21
D_hdr,serial,1,2,N009,1,26.914,23
D_hdr,serial,1,2,N010,1,25.802,21
D_hdr,serial,1,2,N011,1,25.769,21
D_hdr,serial,1,2,N012,1,26.326,22
D_hdr,serial,1,2,N013,1,25.503,21
D_hdr,serial,1,2,N014,1,25.244,21
D_hdr,serial,1,2,N015,1,25.284,21
D_hdr,serial,1,2,N016,1,25.486,21
D_hdr,serial,1,2,N017,1,25.375,21
D_hdr,serial,1,2,N018,1,27.551,21
D_hdr,serial,1,2,N019,1,25.970,22
D_hdr,serial,1,2,N020,1,26.029,22
D_hdr,serial,1,2,N021,1,25.107,21
D_hdr,serial,1,2,N022,1,24.937,21
D_hdr,serial,1,2,N023,1,25.835,21
D_hdr,serial,1,2,N024,1,26.105,22
D_hdr,serial,1,2,N025,1,25.206,21
D_hdr,serial,1,2,N026,1,26.269,22
D_hdr,serial,1,2,N027,1,26.078,22
D_hdr,serial,1,2,N028,1,26.940,23
D_hdr,serial,1,2,N029,1,25.800,21
D_hdr,serial,1,2,N030,1,25.832,21
D_td,serial,2,2,N001,1,40.910,37
D_td,serial,2,2,N002,1,40.430,36
D_td,serial,2,2,N003,1,40.312,36
D_td,serial,2,2,N004,1,40.592,36
D_td,serial,2,2,N005,1,41.063,37
D_td,serial,2,2,N006,1,40.468,36
D_td,serial,2,2,N007,1,40.400,36
D_td,serial,2,2,N008,1,40.197,36
D_td,serial,2,2,N009,1,40.354,36
D_td,serial,2,2,N010,1,40.960,37
D_td,serial,2,2,N011,1,41.223,37
D_td,serial,2,2,N012,1,40.155,36
D_td,serial,2,2,N013,1,39.720,36
D_td,serial,2,2,N014,1,40.399,36
D_td,serial,2,2,N015,1,40.005,36
D_td,serial,2,2,N016,1,40.712,37
D_td,serial,2,2,N017,1,40.208,36
D_td,serial,2,2,N018,1,39.879,36
D_td,serial,2,2,N019,1,40.258,36
D_td,serial,2,2,N020,1,40.894,37
D_td,serial,2,2,N021,1,40.368,36
D_td,serial,2,2,N022,1,39.732,36
D_td,serial,2,2,N023,1,39.917,36
D_td,serial,2,2,N024,1,41.300,37
D_td,serial,2,2,N025,1,39.792,36
D_td,serial,2,2,N026,1,40.751,37
D_td,serial,2,2,N027,1,39.844,36
D_td,serial,2,2,N028,1,40.349,36
D_td,serial,2,2,N029,1,40.619,36
D_td,serial,2,2,N030,1,41.117,37
B,serial,4,2,N001,1,12.028,8
B,serial,4,2,N002,1,11.976,8
B,serial,4,2,N003,1,11.541,8
B,serial,4,2,N004,1,12.178,8
B,serial,4,2,N005,1,11.545,8
B,serial,4,2,N006,1,11.792,8
B,serial,4,2,N007,1,11.910,8
B,serial,4,2,N008,1,11.516,7
B,serial,4,2,N009,1,12.103,8
B,serial,4,2,N010,1,11.482,7
B,serial,4,2,N011,1,11.823,8
B,serial,4,2,N012,1,11.561,8
B,serial,4,2,N013,1,11.688,8
B,serial,4,2,N014,1,11.889,8
B,serial,4,2,N015,1,11.583,8
B,serial,4,2,N016,1,11.681,8
B,serial,4,2,N017,1,11.629,8
B,serial,4,2,N018,1,11.522,8
B,serial,4,2,N019,1,15.939,10
B,serial,4,2,N020,1,11.717,8
B,serial,4,2,N021,1,11.594,8
B,serial,4,2,N022,1,11.547,8
B,serial,4,2,N023,1,11.782,8
B,serial,4,2,N024,1,11.616,8
B,serial,4,2,N025,1,11.499,7
B,serial,4,2,N026,1,11.541,8
B,serial,4,2,N027,1,11.777,8
B,serial,4,2,N028,1,11.689,8
B,serial,4,2,N029,1,11.722,8
B,serial,4,2,N030,1,11.922,8
C_td,serial,3,2,N001,1,37.217,33
C_td,serial,3,2,N002,1,37.192,33
C_td,serial,3,2,N003,1,36.968,33
C_td,serial,3,2,N004,1,39.135,35
C_td,serial,3,2,N005,1,37.394,33
C_td,serial,3,2,N006,1,38.801,35
C_td,serial,3,2,N007,1,45.698,42
C_td,serial,3,2,N008,1,39.302,35
C_td,serial,3,2,N009,1,38.640,35
C_td,serial,3,2,N010,1,37.933,34
C_td,serial,3,2,N011,1,37.085,33
C_td,serial,3,2,N012,1,37.062,33
C_td,serial,3,2,N013,1,36.663,33
C_td,serial,3,2,N014,1,36.909,33
C_td,serial,3,2,N015,1,36.941,33
C_td,serial,3,2,N016,1,37.196,33
C_td,serial,3,2,N017,1,36.918,33
C_td,serial,3,2,N018,1,45.257,41
C_td,serial,3,2,N019,1,36.918,33
C_td,serial,3,2,N020,1,36.782,33
C_td,serial,3,2,N021,1,36.947,33
C_td,serial,3,2,N022,1,36.781,33
C_td,serial,3,2,N023,1,38.080,34
C_td,serial,3,2,N024,1,36.982,33
C_td,serial,3,2,N025,1,36.951,33
C_td,serial,3,2,N026,1,36.978,33
C_td,serial,3,2,N027,1,36.931,33
C_td,serial,3,2,N028,1,36.982,33
C_td,serial,3,2,N029,1,39.282,35
C_td,serial,3,2,N030,1,37.007,33
D_hdr,msearch,3,2,BATCH,30,99.349,762
B,serial,1,2,N001,1,10.710,6
B,serial,1,2,N002,1,10.270,6
B,serial,1,2,N003,1,9.598,6
B,serial,1,2,N004,1,10.867,7
B,serial,1,2,N005,1,9.414,5
B,serial,1,2,N006,1,9.678,6
B,serial,1,2,N007,1,9.499,6
B,serial,1,2,N008,1,9.623,6
B,serial,1,2,N009,1,9.540,6
B,serial,1,2,N010,1,9.421,6
B,serial,1,2,N011,1,10.299,6
B,serial,1,2,N012,1,9.663,6
B,serial,1,2,N013,1,10.320,6
B,serial,1,2,N014,1,9.350,5
B,serial,1,2,N015,1,9.477,5
B,serial,1,2,N016,1,9.676,6
B,serial,1,2,N017,1,9.306,5
B,serial,1,2,N018,1,9.307,5
B,serial,1,2,N019,1,9.295,5
B,serial,1,2,N020,1,9.327,5
B,serial,1,2,N021,1,9.255,5
B,serial,1,2,N022,1,9.594,6
B,serial,1,2,N023,1,9.515,5
B,serial,1,2,N024,1,9.293,5
B,serial,1,2,N025,1,9.350,5
B,serial,1,2,N026,1,9.812,6
B,serial,1,2,N027,1,8.894,5
B,serial,1,2,N028,1,8.825,6
B,serial,1,2,N029,1,7.510,4
B,serial,1,2,N030,1,8.217,5
D_hdr,serial,5,2,N001,1,28.404,25
D_hdr,serial,5,2,N002,1,27.811,24
D_hdr,serial,5,2,N003,1,28.188,25
D_hdr,serial,5,2,N004,1,28.267,25
D_hdr,serial,5,2,N005,1,28.300,24
D_hdr,serial,5,2,N006,1,25.618,22
D_hdr,serial,5,2,N007,1,27.160,24
D_hdr,serial,5,2,N008,1,26.981,23
D_hdr,serial,5,2,N009,1,27.900,24
D_hdr,serial,5,2,N010,1,27.493,24
D_hdr,serial,5,2,N011,1,28.012,25
D_hdr,serial,5,2,N012,1,27.195,24
D_hdr,serial,5,2,N013,1,28.562,25
D_hdr,serial,5,2,N014,1,28.228,24
D_hdr,serial,5,2,N015,1,27.940,24
D_hdr,serial,5,2,N016,1,28.220,24
D_hdr,serial,5,2,N017,1,28.752,24
D_hdr,serial,5,2,N018,1,28.291,24
D_hdr,serial,5,2,N019,1,28.634,24
D_hdr,serial,5,2,N020,1,28.362,24
D_hdr,serial,5,2,N021,1,27.906,24
D_hdr,serial,5,2,N022,1,28.927,25
D_hdr,serial,5,2,N023,1,28.136,24
D_hdr,serial,5,2,N024,1,28.720,24
D_hdr,serial,5,2,N025,1,28.710,24
D_hdr,serial,5,2,N026,1,28.811,24
D_hdr,serial,5,2,N027,1,30.190,26
D_hdr,serial,5,2,N028,1,28.188,24
D_hdr,serial,5,2,N029,1,28.082,24
D_hdr,serial,5,2,N030,1,29.318,25
C_td,msearch,5,2,BATCH,30,141.782,1219
B,msearch,3,2,BATCH,30,30.373,179
C_td,serial,5,2,N001,1,42.162,38
C_td,serial,5,2,N002,1,42.864,38
C_td,serial,5,2,N003,1,42.141,38
C_td,serial,5,2,N004,1,42.105,38
C_td,serial,5,2,N005,1,41.387,37
C_td,serial,5,2,N006,1,42.496,38
C_td,serial,5,2,N007,1,41.902,38
C_td,serial,5,2,N008,1,42.805,39
C_td,serial,5,2,N009,1,41.680,38
C_td,serial,5,2,N010,1,41.925,38
C_td,serial,5,2,N011,1,41.573,38
C_td,serial,5,2,N012,1,41.855,38
C_td,serial,5,2,N013,1,41.856,38
C_td,serial,5,2,N014,1,41.996,38
C_td,serial,5,2,N015,1,41.851,38
C_td,serial,5,2,N016,1,41.796,38
C_td,serial,5,2,N017,1,41.710,38
C_td,serial,5,2,N018,1,42.008,38
C_td,serial,5,2,N019,1,41.830,38
C_td,serial,5,2,N020,1,42.776,39
C_td,serial,5,2,N021,1,41.568,38
C_td,serial,5,2,N022,1,41.845,38
C_td,serial,5,2,N023,1,41.945,38
C_td,serial,5,2,N024,1,41.606,38
C_td,serial,5,2,N025,1,41.932,38
C_td,serial,5,2,N026,1,41.914,38
C_td,serial,5,2,N027,1,41.625,38
C_td,serial,5,2,N028,1,41.930,38
C_td,serial,5,2,N029,1,41.366,37
C_td,serial,5,2,N030,1,41.354,37
A,msearch,2,2,BATCH,30,9.159,12
D_td,msearch,3,2,BATCH,30,156.269,1324
A,msearch,1,2,BATCH,30,10.259,30
B,msearch,4,2,BATCH,30,37.850,267
B,serial,5,2,N001,1,11.432,7
B,serial,5,2,N002,1,11.150,7
B,serial,5,2,N003,1,11.240,7
B,serial,5,2,N004,1,10.974,7
B,serial,5,2,N005,1,10.728,7
B,serial,5,2,N006,1,11.029,7
B,serial,5,2,N007,1,10.756,7
B,serial,5,2,N008,1,10.535,7
B,serial,5,2,N009,1,10.877,7
B,serial,5,2,N010,1,10.836,7
B,serial,5,2,N011,1,11.100,7
B,serial,5,2,N012,1,10.657,7
B,serial,5,2,N013,1,10.588,7
B,serial,5,2,N014,1,10.644,7
B,serial,5,2,N015,1,10.685,7
B,serial,5,2,N016,1,12.695,9
B,serial,5,2,N017,1,10.861,7
B,serial,5,2,N018,1,10.778,7
B,serial,5,2,N019,1,10.803,7
B,serial,5,2,N020,1,10.989,7
B,serial,5,2,N021,1,10.691,7
B,serial,5,2,N022,1,10.745,7
B,serial,5,2,N023,1,10.843,7
B,serial,5,2,N024,1,10.568,7
B,serial,5,2,N025,1,10.593,7
B,serial,5,2,N026,1,10.676,7
B,serial,5,2,N027,1,10.732,7
B,serial,5,2,N028,1,10.625,7
B,serial,5,2,N029,1,10.833,7
B,serial,5,2,N030,1,10.885,7
D_td,serial,3,2,N001,1,43.120,38
D_td,serial,3,2,N002,1,42.031,38
D_td,serial,3,2,N003,1,42.155,38
D_td,serial,3,2,N004,1,43.364,39
D_td,serial,3,2,N005,1,42.228,38
D_td,serial,3,2,N006,1,44.332,40
D_td,serial,3,2,N007,1,41.885,38
D_td,serial,3,2,N008,1,42.358,38
D_td,serial,3,2,N009,1,43.262,39
D_td,serial,3,2,N010,1,41.977,38
D_td,serial,3,2,N011,1,42.058,38
D_td,serial,3,2,N012,1,42.909,39
D_td,serial,3,2,N013,1,41.828,38
D_td,serial,3,2,N014,1,42.207,38
D_td,serial,3,2,N015,1,42.260,38
D_td,serial,3,2,N016,1,42.124,38
D_td,serial,3,2,N017,1,41.738,38
D_td,serial,3,2,N018,1,42.053,38
D_td,serial,3,2,N019,1,41.798,38
D_td,serial,3,2,N020,1,42.213,38
D_td,serial,3,2,N021,1,42.261,38
